NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202211021800	44867.75	13.447	0.05	6	13.509	13.378	1	30.804	0.038	6	30.849	30.749	1
202211021900	44867.79167	13.389	0.092	6	13.577	13.336	1	30.854	0.065	6	30.979	30.799	1
202211022000	44867.83333	14.001	0.269	6	14.271	13.611	1	31.269	0.172	6	31.409	30.979	1
202211022100	44867.875	14.244	0.035	6	14.303	14.202	1	31.429	0.051	6	31.459	31.319	1
202211022200	44867.91667	14.109	0.094	6	14.169	13.932	1	31.409	0.076	6	31.459	31.269	1
202211022300	44867.95833	13.917	0.074	6	13.999	13.807	1	31.264	0.079	6	31.399	31.189	1
202211030000	44868	14.101	0.144	6	14.299	13.982	1	31.439	0.069	6	31.489	31.319	1
202211030100	44868.04167	14.268	0.019	6	14.285	14.228	1	31.489	0	6	31.489	31.489	1
202211030200	44868.08333	14.26	0.016	6	14.272	14.238	1	31.424	0.027	6	31.479	31.409	1
202211030300	44868.125	14.252	0.034	6	14.287	14.213	1	31.378	0.027	6	31.428	31.358	1
202211030400	44868.16667	14.178	0.046	6	14.26	14.155	1	31.378	0.004	6	31.378	31.368	1
202211030500	44868.20833	14.163	0.038	6	14.187	14.08	1	31.378	0.004	6	31.378	31.368	1
202211030600	44868.25	14.059	0.019	6	14.072	14.018	1	31.363	0.012	6	31.378	31.348	1
202211030700	44868.29167	13.534	0.213	6	14.015	13.439	1	31.238	0.061	6	31.368	31.208	1
202211030800	44868.33333	13.331	0.142	6	13.536	13.177	1	31.138	0.048	6	31.208	31.088	1
202211030900	44868.375	13.421	0.177	6	13.686	13.148	1	31.183	0.046	6	31.248	31.118	1
202211031000	44868.41667	13.981	0.061	6	14.086	13.926	1	31.183	0.061	6	31.318	31.148	1
202211031100	44868.45833	14.171	0.034	6	14.2	14.117	1	31.413	0.042	6	31.448	31.348	1
202211031200	44868.5	13.936	0.108	6	14.174	13.88	1	31.298	0.048	6	31.408	31.278	1
202211031300	44868.54167	13.887	0.18	6	14.22	13.817	1	31.293	0.076	6	31.438	31.268	1
202211031400	44868.58333	14.21	0.023	6	14.23	14.169	1	31.433	0.008	6	31.438	31.418	1
202211031500	44868.625	14.215	0.03	6	14.249	14.175	1	31.373	0.103	6	31.448	31.198	1
202211031600	44868.66667	14.152	0.012	6	14.17	14.137	1	31.183	0.036	6	31.238	31.138	1
202211031700	44868.70833	14.141	0.009	6	14.157	14.133	1	31.047	0.023	6	31.097	31.037	1
202211031800	44868.75	14.168	0.029	6	14.195	14.111	1	31.072	0.019	6	31.097	31.047	1
202211031900	44868.79167	14.042	0.063	6	14.157	13.977	1	31.092	0.027	6	31.127	31.047	1
202211032000	44868.83333	13.944	0.075	6	14.096	13.903	1	31.197	0.057	6	31.247	31.097	1
202211032100	44868.875	13.858	0.09	6	14.038	13.786	1	31.222	0.034	6	31.277	31.177	1
202211032200	44868.91667	14.186	0.066	6	14.215	14.052	1	31.302	0.029	6	31.357	31.277	1
202211032300	44868.95833	14.124	0.045	6	14.196	14.095	1	31.217	0.054	6	31.267	31.117	1
202211040000	44869	14.077	0.007	6	14.091	14.073	1	31.047	0.015	6	31.077	31.037	1
202211040100	44869.04167	14.068	0.012	6	14.078	14.047	1	30.992	0.027	6	31.037	30.957	1
202211040200	44869.08333	14.026	0.011	6	14.045	14.014	1	30.957	0.005	6	30.957	30.947	1
202211040300	44869.125	14.074	0.08	6	14.222	13.998	1	30.947	0.046	6	31.057	30.937	1
202211040400	44869.16667	14.185	0.042	6	14.273	14.157	1	31.027	0.039	6	31.097	30.987	1
202211040500	44869.20833	14.163	0.02	6	14.177	14.13	1	31.057	0.021	6	31.077	31.027	1
202211040600	44869.25	14.022	0.064	6	14.103	13.918	1	31.001	0.013	6	31.026	30.996	1
202211040700	44869.29167	13.885	0.127	6	13.906	13.583	1	30.996	0.024	6	31.006	30.956	1
202211040800	44869.33333	13.651	0.09	6	13.709	13.505	1	30.991	0.025	6	31.016	30.956	1
202211040900	44869.375	13.653	0.073	6	13.781	13.603	1	31.011	0.015	6	31.036	30.996	1
202211041000	44869.41667	13.593	0.049	6	13.67	13.556	1	31.051	0.018	6	31.066	31.026	1
202211041100	44869.45833	13.761	0.113	6	13.937	13.693	1	31.141	0.099	6	31.276	31.046	1
202211041200	44869.5	13.946	0.012	6	13.962	13.928	1	31.256	0.023	6	31.286	31.226	1
202211041300	44869.54167	14.003	0.046	6	14.022	13.909	1	31.206	0.021	6	31.226	31.166	1
202211041400	44869.58333	14.024	0.008	6	14.037	14.017	1	31.171	0.019	6	31.196	31.146	1
202211041500	44869.625	14.011	0.021	6	14.052	13.999	1	31.106	0.04	6	31.166	31.076	1
202211041600	44869.66667	14.028	0.009	6	14.043	14.018	1	31.086	0.011	6	31.096	31.066	1
202211041700	44869.70833	14.032	0.007	6	14.038	14.018	1	31.041	0.013	6	31.066	31.036	1
202211041800	44869.75	14.013	0.008	6	14.027	14.008	1	31.061	0.005	6	31.066	31.056	1
202211041900	44869.79167	13.964	0.043	6	14.016	13.925	1	31.06	0.005	6	31.065	31.055	1
202211042000	44869.83333	13.813	0.044	6	13.863	13.755	1	31.065	0.009	6	31.075	31.055	1
202211042100	44869.875	13.646	0.078	6	13.761	13.584	1	31.085	0.005	6	31.085	31.075	1
202211042200	44869.91667	13.555	0.025	6	13.571	13.506	1	31.085	0.005	6	31.095	31.085	1
202211042300	44869.95833	13.469	0.103	6	13.477	13.22	1	31.03	0.103	6	31.095	30.855	1
202211050000	44870	13.484	0.084	6	13.673	13.464	1	30.775	0.124	6	31.035	30.715	1
202211050100	44870.04167	13.649	0.021	6	13.685	13.637	1	31.06	0.038	6	31.095	31.005	1
202211050200	44870.08333	13.536	0.036	6	13.618	13.523	1	31.055	0.013	6	31.075	31.035	1
202211050300	44870.125	13.54	0.007	6	13.547	13.53	1	31.045	0.006	6	31.055	31.035	1
202211050400	44870.16667	13.52	0.022	6	13.537	13.477	1	31.045	0.004	6	31.055	31.045	1
202211050500	44870.20833	13.847	0.148	6	13.891	13.497	1	31.33	0.121	6	31.365	31.045	1
202211050600	44870.25	13.848	0.034	6	13.878	13.79	1	31.345	0.03	6	31.375	31.305	1
202211050700	44870.29167	13.792	0.105	6	13.88	13.649	1	31.315	0.048	6	31.375	31.255	1
202211050800	44870.33333	13.464	0.127	6	13.643	13.276	1	31.145	0.075	6	31.245	31.035	1
202211050900	44870.375	13.221	0.042	6	13.297	13.169	1	31.049	0.01	6	31.064	31.044	1
202211051000	44870.41667	13.18	0.093	6	13.211	12.98	1	31.019	0.04	6	31.044	30.944	1
202211051100	44870.45833	13.079	0.094	6	13.18	12.925	1	30.989	0.027	6	31.024	30.954	1
202211051200	44870.5	13.23	0.157	6	13.287	12.869	1	30.964	0.067	6	30.974	30.824	1
202211051300	44870.54167	13.331	0.075	6	13.417	13.246	1	30.724	0.096	6	30.844	30.624	1
202211051400	44870.58333	13.32	0.07	6	13.452	13.28	1	30.899	0.053	6	30.974	30.824	1
202211051500	44870.625	13.396	0.062	6	13.465	13.307	1	30.964	0.02	6	30.994	30.944	1
202211051600	44870.66667	13.325	0.019	6	13.353	13.304	1	30.974	0.019	6	30.994	30.944	1
202211051700	44870.70833	13.307	0.03	6	13.363	13.278	1	30.974	0.017	6	31.004	30.954	1
202211051800	44870.75	13.382	0.064	6	13.494	13.327	1	30.989	0.023	6	31.034	30.984	1
202211051900	44870.79167	13.52	0.033	6	13.544	13.456	1	31.039	0.014	6	31.054	31.014	1
202211052000	44870.83333	13.504	0.055	6	13.593	13.427	1	31.049	0.023	6	31.084	31.024	1
202211052100	44870.875	13.189	0.147	6	13.406	13.042	1	30.954	0.058	6	31.034	30.894	1
202211052200	44870.91667	12.838	0.13	6	13.096	12.809	1	30.823	0.044	6	30.903	30.813	1
202211052300	44870.95833	12.801	0.146	6	13.119	12.731	1	30.853	0.054	6	30.963	30.813	1
202211060000	44871	13.364	0.068	6	13.465	13.274	1	30.983	0.016	6	31.003	30.963	1
202211060100	44871.04167	13.482	0.015	6	13.504	13.457	1	31.028	0.021	6	31.053	31.003	1
202211060200	44871.08333	13.48	0.04	6	13.506	13.405	1	31.058	0.016	6	31.073	31.033	1
202211060300	44871.125	13.479	0.039	6	13.528	13.413	1	31.073	0.019	6	31.093	31.043	1
202211060400	44871.16667	13.467	0.025	6	13.525	13.46	1	31.083	0.005	6	31.093	31.083	1
202211060500	44871.20833	13.421	0.023	6	13.464	13.4	1	31.083	0.004	6	31.083	31.073	1
202211060600	44871.25	13.386	0.04	6	13.479	13.375	1	31.078	0.018	6	31.113	31.073	1
202211060700	44871.29167	13.588	0.033	6	13.601	13.512	1	31.183	0.026	6	31.193	31.123	1
202211060800	44871.33333	13.721	0.043	6	13.75	13.627	1	31.293	0.035	6	31.313	31.213	1
202211060900	44871.375	13.334	0.148	6	13.574	13.195	1	31.078	0.076	6	31.213	31.003	1
202211061000	44871.41667	13.092	0.052	6	13.186	13.052	1	30.983	0.019	6	31.013	30.963	1
202211061100	44871.45833	12.918	0.087	6	13.039	12.82	1	30.942	0.035	6	30.972	30.872	1
202211061200	44871.5	12.818	0.096	6	13.052	12.798	1	30.902	0.033	6	30.972	30.882	1
202211061300	44871.54167	13.421	0.113	6	13.531	13.232	1	31.052	0.037	6	31.092	31.002	1
202211061400	44871.58333	13.418	0.149	6	13.533	13.197	1	31.052	0.063	6	31.092	30.962	1
202211061500	44871.625	13.343	0.019	6	13.379	13.329	1	31.007	0.015	6	31.032	30.992	1
202211061600	44871.66667	13.349	0.107	6	13.486	13.244	1	31.007	0.046	6	31.062	30.962	1
202211061700	44871.70833	13.308	0.06	6	13.42	13.272	1	31.002	0.019	6	31.032	30.992	1
202211061800	44871.75	13.212	0.06	6	13.267	13.115	1	30.982	0.02	6	31.002	30.952	1
202211061900	44871.79167	13.116	0.039	6	13.168	13.079	1	30.967	0.016	6	31.002	30.962	1
202211062000	44871.83333	13.075	0.048	6	13.108	12.993	1	30.962	0.018	6	30.992	30.942	1
202211062100	44871.875	13.366	0.111	6	13.518	13.186	1	31.077	0.079	6	31.212	30.972	1
202211062200	44871.91667	13.032	0.223	6	13.253	12.75	1	30.912	0.107	6	31.052	30.782	1
202211062300	44871.95833	12.704	0.158	6	12.751	12.411	1	30.737	0.121	6	30.782	30.512	1
202211070000	44872	12.707	0.257	6	13.078	12.373	1	30.727	0.154	6	30.912	30.502	1
202211070100	44872.04167	13.29	0.077	6	13.391	13.163	1	31.046	0.04	6	31.081	30.971	1
202211070200	44872.08333	13.333	0.024	6	13.356	13.295	1	31.096	0.031	6	31.121	31.051	1
202211070300	44872.125	13.3	0.09	6	13.431	13.188	1	31.096	0.058	6	31.181	31.021	1
202211070400	44872.16667	13.237	0.052	6	13.359	13.219	1	31.071	0.029	6	31.141	31.071	1
202211070500	44872.20833	13.199	0.024	6	13.231	13.174	1	31.076	0.012	6	31.101	31.071	1
202211070600	44872.25	13.172	0.018	6	13.2	13.153	1	31.061	0.014	6	31.091	31.051	1
202211070700	44872.29167	13.575	0.082	6	13.625	13.398	1	31.471	0.078	6	31.531	31.301	1
202211070800	44872.33333	13.575	0.008	6	13.586	13.565	1	31.461	0.004	6	31.471	31.461	1
202211070900	44872.375	13.436	0.092	6	13.581	13.306	1	31.331	0.083	6	31.461	31.211	1
202211071000	44872.41667	13.093	0.078	6	13.253	13.026	1	31.011	0.056	6	31.131	30.971	1
202211071100	44872.45833	12.943	0.097	6	13.116	12.855	1	30.911	0.07	6	31.021	30.821	1
202211071200	44872.5	12.782	0.012	6	12.802	12.769	1	30.781	0.016	6	30.791	30.751	1
202211071300	44872.54167	12.903	0.22	6	13.306	12.789	1	30.816	0.142	6	31.051	30.721	1
202211071400	44872.58333	13.425	0.024	6	13.463	13.403	1	31.125	0.019	6	31.16	31.11	1
202211071500	44872.625	13.466	0.1	6	13.484	13.27	1	31.16	0.06	6	31.17	31.05	1
202211071600	44872.66667	13.396	0.046	6	13.449	13.324	1	31.12	0.027	6	31.15	31.07	1
202211071700	44872.70833	13.441	0.047	6	13.521	13.393	1	31.115	0.038	6	31.17	31.07	1
202211071800	44872.75	13.426	0.052	6	13.464	13.334	1	31.1	0.028	6	31.12	31.05	1
202211071900	44872.79167	13.437	0.053	6	13.497	13.356	1	31.105	0.035	6	31.15	31.06	1
202211072000	44872.83333	13.468	0.097	6	13.624	13.379	1	31.14	0.043	6	31.19	31.07	1
202211072100	44872.875	13.628	0.011	6	13.646	13.611	1	31.18	0.008	6	31.19	31.17	1
202211072200	44872.91667	13.529	0.092	6	13.641	13.375	1	31.15	0.076	6	31.18	30.98	1
202211072300	44872.95833	13.203	0.043	6	13.281	13.155	1	30.795	0.044	6	30.87	30.74	1
202211080000	44873	13.134	0.009	6	13.142	13.118	1	30.72	0.005	6	30.72	30.71	1
202211080100	44873.04167	13.125	0.059	6	13.254	13.101	1	30.795	0.094	6	30.97	30.72	1
202211080200	44873.08333	13.454	0.045	6	13.471	13.35	1	31.165	0.044	6	31.18	31.06	1
202211080300	44873.125	13.475	0.025	6	13.494	13.434	1	31.189	0.023	6	31.209	31.159	1
202211080400	44873.16667	13.396	0.03	6	13.455	13.383	1	31.159	0.022	6	31.199	31.139	1
202211080500	44873.20833	13.372	0.032	6	13.388	13.309	1	31.164	0.018	6	31.189	31.139	1
202211080600	44873.25	13.268	0.051	6	13.36	13.219	1	31.109	0.044	6	31.199	31.079	1
202211080700	44873.29167	13.402	0.046	6	13.475	13.34	1	31.124	0.085	6	31.239	31.009	1
202211080800	44873.33333	13.506	0.008	6	13.522	13.501	1	30.949	0.028	6	30.969	30.889	1
202211080900	44873.375	13.533	0.003	6	13.534	13.526	1	30.824	0.037	6	30.879	30.779	1
202211081000	44873.41667	13.506	0.025	6	13.524	13.464	1	30.884	0.041	6	30.929	30.839	1
202211081100	44873.45833	13.42	0.058	6	13.466	13.333	1	30.914	0.054	6	30.999	30.859	1
202211081200	44873.5	13.163	0.158	6	13.314	12.937	1	31.019	0.01	6	31.029	30.999	1
202211081300	44873.54167	13.179	0.061	6	13.216	13.066	1	31.019	0.015	6	31.049	31.009	1
202211081400	44873.58333	13.324	0.03	6	13.34	13.261	1	31.129	0.031	6	31.149	31.079	1
202211081500	44873.625	13.379	0.025	6	13.397	13.335	1	31.129	0.012	6	31.129	31.099	1
202211081600	44873.66667	13.386	0.043	6	13.448	13.335	1	31.079	0.005	6	31.089	31.079	1
202211081700	44873.70833	13.378	0.023	6	13.413	13.351	1	31.093	0.005	6	31.098	31.088	1
202211081800	44873.75	13.336	0.02	6	13.373	13.317	1	31.088	0.015	6	31.118	31.078	1
202211081900	44873.79167	13.359	0.049	6	13.418	13.275	1	31.098	0.005	6	31.098	31.088	1
202211082000	44873.83333	13.331	0.035	6	13.368	13.273	1	31.078	0.006	6	31.088	31.068	1
202211082100	44873.875	13.439	0.098	6	13.539	13.289	1	30.928	0.147	6	31.088	30.698	1
202211082200	44873.91667	13.53	0.016	6	13.548	13.507	1	30.793	0.097	6	30.918	30.678	1
202211082300	44873.95833	13.472	0.015	6	13.498	13.463	1	30.798	0.086	6	30.938	30.718	1
202211090000	44874	13.365	0.059	6	13.456	13.284	1	30.953	0.057	6	30.978	30.828	1
202211090100	44874.04167	13.176	0.096	6	13.265	13.043	1	30.998	0.014	6	31.008	30.968	1
202211090200	44874.08333	13.257	0.121	6	13.343	13.048	1	31.058	0.053	6	31.098	30.978	1
202211090300	44874.125	13.345	0.011	6	13.366	13.333	1	31.058	0.045	6	31.108	30.978	1
202211090400	44874.16667	13.348	0.014	6	13.368	13.33	1	30.958	0.012	6	30.978	30.948	1
202211090500	44874.20833	13.35	0.006	6	13.361	13.342	1	30.958	0.004	6	30.958	30.948	1
202211090600	44874.25	13.358	0.026	6	13.375	13.304	1	30.977	0.028	6	31.007	30.937	1
202211090700	44874.29167	13.312	0.029	6	13.337	13.259	1	30.922	0.023	6	30.947	30.877	1
202211090800	44874.33333	13.326	0.007	6	13.34	13.319	1	30.822	0.014	6	30.837	30.797	1
202211090900	44874.375	13.458	0.048	6	13.477	13.352	1	30.707	0.039	6	30.787	30.687	1
202211091000	44874.41667	13.466	0.003	6	13.471	13.463	1	30.697	0	6	30.697	30.697	1
202211091100	44874.45833	13.244	0.121	6	13.418	13.051	1	30.762	0.028	6	30.797	30.727	1
202211091200	44874.5	13.171	0.046	6	13.247	13.129	1	30.787	0.025	6	30.797	30.737	1
202211091300	44874.54167	13.086	0.017	6	13.115	13.072	1	30.792	0.019	6	30.807	30.757	1
202211091400	44874.58333	13.186	0.061	6	13.296	13.139	1	30.802	0.03	6	30.847	30.767	1
202211091500	44874.625	13.426	0.02	6	13.439	13.387	1	30.877	0.023	6	30.897	30.837	1
202211091600	44874.66667	13.399	0.008	6	13.415	13.394	1	30.792	0.014	6	30.817	30.777	1
202211091700	44874.70833	13.366	0.005	6	13.376	13.361	1	30.787	0.004	6	30.797	30.787	1
202211091800	44874.75	13.373	0.019	6	13.396	13.352	1	30.792	0.005	6	30.797	30.787	1
202211091900	44874.79167	13.349	0.01	6	13.357	13.33	1	30.797	0.008	6	30.807	30.787	1
202211092000	44874.83333	13.301	0.045	6	13.396	13.263	1	30.796	0.022	6	30.806	30.746	1
202211092100	44874.875	13.422	0.031	6	13.469	13.398	1	30.741	0.021	6	30.766	30.716	1
202211092200	44874.91667	13.376	0.013	6	13.398	13.361	1	30.756	0.005	6	30.766	30.756	1
202211092300	44874.95833	13.251	0.065	6	13.344	13.164	1	30.741	0.018	6	30.756	30.716	1
202211100000	44875	13.084	0.105	6	13.19	12.924	1	30.736	0.021	6	30.756	30.706	1
202211100100	44875.04167	12.894	0.065	6	13.037	12.862	1	30.736	0.014	6	30.746	30.706	1
202211100200	44875.08333	12.884	0.086	6	13.046	12.786	1	30.766	0.022	6	30.806	30.746	1
202211100300	44875.125	13.044	0.121	6	13.156	12.882	1	30.816	0.038	6	30.876	30.796	1
202211100400	44875.16667	13.178	0.019	6	13.205	13.153	1	30.856	0.03	6	30.866	30.796	1
202211100500	44875.20833	13.203	0.02	6	13.212	13.158	1	30.776	0.005	6	30.786	30.776	1
202211100600	44875.25	13.16	0.016	6	13.186	13.138	1	30.756	0.008	6	30.766	30.746	1
202211100700	44875.29167	13.067	0.031	6	13.131	13.057	1	30.766	0.008	6	30.786	30.766	1
202211100800	44875.33333	13.045	0.017	6	13.065	13.02	1	30.756	0.012	6	30.776	30.746	1
202211100900	44875.375	13.036	0.064	6	13.164	13.015	1	30.765	0.006	6	30.775	30.755	1
202211101000	44875.41667	13.256	0.042	6	13.298	13.193	1	30.77	0.005	6	30.775	30.765	1
202211101100	44875.45833	13.19	0.088	6	13.308	13.082	1	30.77	0.005	6	30.775	30.765	1
202211101200	44875.5	12.985	0.09	6	13.101	12.846	1	30.79	0.05	6	30.905	30.775	1
202211101300	44875.54167	12.951	0.043	6	13.01	12.905	1	30.77	0.01	6	30.785	30.765	1
202211101400	44875.58333	12.889	0.059	6	12.964	12.823	1	30.775	0.008	6	30.785	30.765	1
202211101500	44875.625	13.086	0.105	6	13.217	12.981	1	30.775	0.008	6	30.785	30.765	1
202211101600	44875.66667	13.255	0.047	6	13.283	13.153	1	30.785	0.011	6	30.795	30.765	1
202211101700	44875.70833	13.237	0.039	6	13.276	13.177	1	30.765	0.005	6	30.765	30.755	1
202211101800	44875.75	13.231	0.016	6	13.257	13.209	1	30.75	0.005	6	30.755	30.745	1
202211101900	44875.79167	13.242	0.035	6	13.258	13.163	1	30.745	0.008	6	30.765	30.745	1
202211102000	44875.83333	13.207	0.035	6	13.231	13.139	1	30.754	0.008	6	30.764	30.744	1
202211102100	44875.875	13.219	0.009	6	13.228	13.208	1	30.754	0	6	30.754	30.754	1
202211102200	44875.91667	13.323	0.034	6	13.369	13.276	1	30.744	0.004	6	30.744	30.734	1
202211102300	44875.95833	13.347	0.006	6	13.351	13.334	1	30.744	0	6	30.744	30.744	1
202211110000	44876	13.265	0.029	6	13.304	13.228	1	30.744	0.004	6	30.754	30.744	1
202211110100	44876.04167	13.18	0.027	6	13.218	13.152	1	30.749	0.005	6	30.754	30.744	1
202211110200	44876.08333	13.079	0.031	6	13.135	13.048	1	30.764	0.008	6	30.764	30.744	1
202211110300	44876.125	13.163	0.045	6	13.229	13.095	1	30.744	0.008	6	30.764	30.744	1
202211110400	44876.16667	13.277	0.01	6	13.289	13.263	1	30.754	0.004	6	30.754	30.744	1
202211110500	44876.20833	13.268	0.022	6	13.289	13.234	1	30.749	0.008	6	30.754	30.734	1
202211110600	44876.25	13.249	0.033	6	13.288	13.196	1	30.724	0.01	6	30.744	30.714	1
202211110700	44876.29167	13.256	0.044	6	13.309	13.186	1	30.718	0.012	6	30.743	30.713	1
202211110800	44876.33333	13.253	0.026	6	13.299	13.222	1	30.723	0.005	6	30.733	30.723	1
202211110900	44876.375	13.257	0.013	6	13.276	13.242	1	30.723	0.012	6	30.733	30.703	1
202211111000	44876.41667	13.284	0.043	6	13.353	13.255	1	30.728	0.018	6	30.763	30.723	1
202211111100	44876.45833	13.354	0.004	6	13.36	13.349	1	30.763	0.005	6	30.763	30.753	1
202211111200	44876.5	13.213	0.069	6	13.331	13.162	1	30.743	0.004	6	30.753	30.743	1
202211111300	44876.54167	13.219	0.031	6	13.251	13.174	1	30.738	0.013	6	30.743	30.713	1
202211111400	44876.58333	13.163	0.016	6	13.191	13.147	1	30.738	0.005	6	30.743	30.733	1
202211111500	44876.625	13.178	0.023	6	13.219	13.156	1	30.728	0.005	6	30.733	30.723	1
202211111600	44876.66667	13.27	0.02	6	13.31	13.251	1	30.713	0.004	6	30.713	30.703	1
202211111700	44876.70833	13.294	0.028	6	13.314	13.248	1	30.703	0.005	6	30.713	30.703	1
202211111800	44876.75	13.228	0.025	6	13.273	13.206	1	30.712	0.009	6	30.722	30.702	1
202211111900	44876.79167	13.251	0.007	6	13.262	13.242	1	30.692	0.006	6	30.702	30.682	1
202211112000	44876.83333	13.24	0.023	6	13.26	13.198	1	30.692	0.005	6	30.692	30.682	1
202211112100	44876.875	13.24	0.041	6	13.283	13.193	1	30.687	0.005	6	30.692	30.682	1
202211112200	44876.91667	13.26	0.008	6	13.273	13.254	1	30.687	0.005	6	30.692	30.682	1
202211112300	44876.95833	13.268	0.007	6	13.277	13.262	1	30.682	0.004	6	30.692	30.682	1
202211120000	44877	13.215	0.035	6	13.26	13.187	1	30.682	0.004	6	30.692	30.682	1
202211120100	44877.04167	13.187	0.014	6	13.197	13.158	1	30.672	0.012	6	30.692	30.662	1
202211120200	44877.08333	13.074	0.019	6	13.097	13.049	1	30.692	0.004	6	30.692	30.682	1
202211120300	44877.125	12.991	0.039	6	13.071	12.954	1	30.702	0.005	6	30.702	30.692	1
202211120400	44877.16667	13.019	0.032	6	13.035	12.96	1	30.701	0.012	6	30.731	30.701	1
202211120500	44877.20833	13.018	0.02	6	13.044	12.99	1	30.736	0.01	6	30.751	30.721	1
202211120600	44877.25	13.087	0.008	6	13.099	13.076	1	30.701	0.005	6	30.711	30.701	1
202211120700	44877.29167	13.121	0.014	6	13.137	13.095	1	30.681	0.008	6	30.691	30.671	1
202211120800	44877.33333	13.151	0.034	6	13.16	13.074	1	30.671	0.01	6	30.691	30.661	1
202211120900	44877.375	13.149	0.022	6	13.181	13.117	1	30.666	0.019	6	30.711	30.661	1
202211121000	44877.41667	13.201	0.016	6	13.23	13.187	1	30.736	0.02	6	30.761	30.701	1
202211121100	44877.45833	13.191	0.017	6	13.223	13.171	1	30.691	0.004	6	30.701	30.691	1
202211121200	44877.5	13.188	0.019	6	13.211	13.167	1	30.701	0.004	6	30.701	30.691	1
202211121300	44877.54167	13.16	0.03	6	13.18	13.103	1	30.696	0.008	6	30.701	30.681	1
202211121400	44877.58333	13.068	0.044	6	13.108	13.012	1	30.701	0.005	6	30.701	30.691	1
202211121500	44877.625	12.964	0.038	6	13.031	12.941	1	30.695	0.01	6	30.71	30.68	1
202211121600	44877.66667	12.98	0.063	6	13.007	12.839	1	30.7	0.02	6	30.7	30.65	1
202211121700	44877.70833	12.819	0.049	6	12.889	12.763	1	30.65	0.008	6	30.66	30.64	1
202211121800	44877.75	12.949	0.027	6	12.964	12.889	1	30.66	0.004	6	30.66	30.65	1
202211121900	44877.79167	12.964	0.023	6	12.999	12.94	1	30.66	0.004	6	30.67	30.66	1
202211122000	44877.83333	12.996	0.013	6	13.01	12.974	1	30.66	0.004	6	30.67	30.66	1
202211122100	44877.875	12.996	0.053	6	13.122	12.985	1	30.66	0.028	6	30.73	30.66	1
202211122200	44877.91667	13.1	0.043	6	13.145	13.017	1	30.71	0.02	6	30.73	30.68	1
202211122300	44877.95833	13.056	0.031	6	13.078	12.998	1	30.695	0.014	6	30.72	30.68	1
202211130000	44878	13.071	0.026	6	13.087	13.012	1	30.69	0.005	6	30.7	30.69	1
202211130100	44878.04167	12.909	0.048	6	13.001	12.861	1	30.69	0.013	6	30.7	30.67	1
202211130200	44878.08333	12.821	0.02	6	12.848	12.795	1	30.669	0.009	6	30.679	30.659	1
202211130300	44878.125	12.737	0.078	6	12.793	12.593	1	30.649	0.017	6	30.669	30.629	1
202211130400	44878.16667	12.494	0.054	6	12.547	12.412	1	30.559	0.039	6	30.609	30.499	1
202211130500	44878.20833	12.325	0.145	6	12.563	12.158	1	30.474	0.124	6	30.659	30.339	1
202211130600	44878.25	12.309	0.081	6	12.379	12.162	1	30.424	0.05	6	30.479	30.349	1
202211130700	44878.29167	12.481	0.028	6	12.507	12.425	1	30.529	0.018	6	30.539	30.489	1
202211130800	44878.33333	12.454	0.025	6	12.489	12.417	1	30.529	0.008	6	30.539	30.519	1
202211130900	44878.375	12.774	0.1	6	12.808	12.545	1	30.609	0.02	6	30.609	30.559	1
202211131000	44878.41667	12.776	0.032	6	12.832	12.753	1	30.609	0.01	6	30.619	30.589	1
202211131100	44878.45833	12.802	0.038	6	12.825	12.74	1	30.624	0.018	6	30.639	30.599	1
202211131200	44878.5	12.847	0.012	6	12.852	12.821	1	30.618	0.004	6	30.628	30.618	1
202211131300	44878.54167	12.867	0.01	6	12.884	12.859	1	30.608	0.004	6	30.618	30.608	1
202211131400	44878.58333	12.876	0.024	6	12.884	12.831	1	30.603	0.005	6	30.608	30.598	1
202211131500	44878.625	12.625	0.081	6	12.737	12.509	1	30.573	0.062	6	30.588	30.448	1
202211131600	44878.66667	12.406	0.034	6	12.468	12.367	1	30.428	0.048	6	30.528	30.398	1
202211131700	44878.70833	12.257	0.115	6	12.401	12.129	1	30.298	0.18	6	30.508	30.098	1
202211131800	44878.75	12.313	0.03	6	12.329	12.251	1	30.303	0.024	6	30.318	30.258	1
